Id_hecho,Victimas,Fecha,Hora,Tipo_calle,Cruce,Direccion,Comuna,Longitud,Latitud,Tipo_victima,Tipo_acusado,Rol,Sexo,Edad,Fecha_fallecimiento
2018-0034,1,2018-04-11,18,avenida,,Santa fe av. 2320,2,-58.40021675,-34.59522198,peaton,pasajeros,peaton,masculino,24.0,2018-04-11
2018-0035,1,2018-04-12,16,avenida,,Rivadavia av. 6950,7,-58.46325991,-34.62919627,peaton,pasajeros,peaton,femenino,39.0,2018-04-12
2018-0036,1,2018-04-13,23,avenida,Argerich,San martin av. y argerich,15,-58.49471482,-34.59694755,moto,auto,conductor,masculino,37.0,2018-04-15
2018-0037,1,2018-04-18,18,avenida,"Uriburu jose e., pres.","Cordoba av. y uriburu jose e., pres.",2,-58.3987261,-34.59975962,peaton,cargas,peaton,masculino,84.0,2018-04-19
2018-0038,2,2018-04-20,17,avenida,,Rivadavia av. 1571,1,-58.38872177,-34.60885045,peaton,auto,peaton,femenino,59.0,2018-04-20
2018-0038,2,2018-04-20,17,avenida,,Rivadavia av. 1571,1,-58.38872177,-34.60885045,peaton,auto,peaton,masculino,61.0,2018-04-20
2018-0039,1,2018-04-21,22,autopista,,Autopista lugones km 4.7,14,,,peaton,auto,peaton,masculino,37.0,2018-04-21
2018-0040,1,2018-04-27,11,calle,"Olaguer y feliu, virrey","Freire, ramon, cap. gral. y olaguer y feliu, virrey",13,-58.45686132,-34.57305993,peaton,cargas,peaton,femenino,,2018-04-27
2018-0041,1,2018-04-27,13,avenida,"Fernandez de la cruz, f., gral. av.","La plata av. y fernandez de la cruz, f., gral. av.",4,-58.42281627,-34.64282424,peaton,pasajeros,peaton,femenino,78.0,2018-04-27
2018-0042,1,2018-04-27,18,calle,Perdriel,Brandsen y perdriel,4,-58.38666024,-34.63953396,moto,cargas,pasajero_acompañante,masculino,23.0,2018-04-27
2018-0043,1,2018-04-28,6,avenida,Alvarez jonte av.,"Vilardebo, teodoro y alvarez jonte av.",11,-58.49122843,-34.61207587,moto,auto,conductor,masculino,25.0,2018-04-29
2018-0044,1,2018-04-28,9,avenida,Independencia av.,Alberti e independencia av.,3,-58.40098306,-34.61866627,peaton,auto,peaton,femenino,50.0,2018-04-28
2018-0045,1,2018-04-30,7,avenida,,Alvarez thomas av. 879,13,-58.45448963,-34.5791692,auto,cargas,conductor,masculino,60.0,2018-04-30
2018-0046,1,2018-05-02,3,gral paz,Rivadavia av.,"Paz, gral. av. y rivadavia av.",9,-58.52927982,-34.63931752,peaton,auto,peaton,masculino,11.0,2018-05-02
2018-0047,1,2018-05-08,19,avenida,Dorrego av.,Corrientes av. y dorrego av.,15,-58.44759966,-34.5917024,peaton,pasajeros,peaton,masculino,82.0,2018-05-09
2018-0048,1,2018-05-09,10,avenida,Pedernera,Rivadavia av. y pedernera,7,-58.46411215,-34.62925068,peaton,pasajeros,peaton,masculino,57.0,2018-05-16
2018-0049,1,2018-05-11,19,calle,,Quesada 2300,13,-58.4621322,-34.55395823,peaton,auto,peaton,femenino,40.0,2018-05-13
2018-0050,1,2018-05-14,18,avenida,Juramento av.,Cabildo av. y juramento av.,13,-58.45669422,-34.5620361,peaton,pasajeros,peaton,femenino,47.0,2018-05-24
2018-0051,1,2018-05-15,21,calle,"Carbonari, francisco, cmte.","California y carbonari, francisco, cmte.",4,-58.3597716,-34.64341878,peaton,auto,peaton,femenino,57.0,2018-05-15
2018-0052,1,2018-05-18,20,avenida,Nazca,"Carril, salvador maria del av. y nazca",15,-58.49820145,-34.59070093,peaton,pasajeros,peaton,masculino,78.0,2018-05-19
2018-0053,1,2018-05-20,2,calle,Aguero,San luis y aguero,3,-58.4105928,-34.5993918,moto,auto,conductor,masculino,43.0,2018-05-20
2018-0054,1,2018-05-22,11,calle,,Lugones 2430,12,-58.47969138,-34.57121563,peaton,bicicleta,peaton,femenino,86.0,2018-05-25
2018-0055,1,2018-05-29,7,avenida,Jujuy av.,Independencia av. y jujuy av.,3,-58.40351561,-34.61883916,moto,auto,conductor,masculino,21.0,2018-05-29
2018-0056,1,2018-06-02,13,avenida,,Rivadavia av. 11050,9,-58.51973844,-34.63918987,peaton,pasajeros,peaton,femenino,69.0,2018-06-04
2018-0057,1,2018-06-03,3,calle,Humberto 1?,Combate de los pozos y humberto 1â°,3,-58.39311376,-34.62163006,moto,pasajeros,conductor,masculino,33.0,2018-06-04
2018-0058,1,2018-06-03,6,avenida,Thames,Cordoba av. y thames,15,-58.43531242,-34.59082159,moto,auto,conductor,masculino,26.0,2018-06-13
2018-0059,1,2018-06-08,6,avenida,Sanchez de loria,"Garay, juan de av. y sanchez de loria",5,-58.41178165,-34.63035454,moto,otro,conductor,masculino,54.0,2018-06-08
2018-0060,1,2018-06-08,12,avenida,"Alem, leandro n. av.","Lavalle y alem, leandro n. av.",1,-58.370488,-34.60189492,peaton,pasajeros,peaton,masculino,51.0,2018-06-08
2018-0061,1,2018-06-10,11,calle,Pichincha,Estados unidos y pichincha,3,-58.39883882,-34.61964833,moto,moto,conductor,masculino,51.0,2018-06-10
2018-0062,1,2018-06-14,1,calle,Barco centenera del,Rosario y barco centenera del,6,-58.44110156,-34.62082399,peaton,cargas,peaton,masculino,32.0,2018-06-14
2018-0063,1,2018-06-16,21,avenida,Viamonte,"Alem, leandro n. av. y viamonte",1,-58.37093138,-34.59952725,peaton,pasajeros,peaton,femenino,28.0,2018-06-17
2018-0064,1,2018-06-25,1,avenida,Primera junta,Varela av. y primera junta,7,-58.45855262,-34.63953253,auto,cargas,conductor,masculino,30.0,2018-06-25
2018-0065,1,2018-06-26,17,calle,Juncal,"Pellegrini, carlos y juncal",1,-58.38161909,-34.59283447,moto,cargas,conductor,masculino,35.0,2018-06-26
2018-0066,1,2018-06-28,11,avenida,"Lacroze, federico av.","Corrientes av. y lacroze, federico av.",15,-58.45511899,-34.58698157,peaton,pasajeros,peaton,masculino,73.0,2018-06-28
2018-0067,1,2018-06-29,16,avenida,Finochietto enrique dr.,"Montes de oca, manuel av. y finochietto enrique dr.",4,-58.37724226,-34.62973033,pasajeros,auto,pasajero_acompañante,femenino,81.0,2018-07-06
2018-0068,1,2018-07-01,9,avenida,"Alberdi, juan bautista av.","Carabobo av. y alberdi, juan bautista av.",7,-58.45546217,-34.62930339,moto,auto,conductor,masculino,21.0,2018-07-01
2018-0069,1,2018-07-04,21,avenida,,Cordoba av. 2215,2,-58.39897064,-34.59954925,bicicleta,pasajeros,ciclista,masculino,20.0,2018-07-04
2018-0070,1,2018-07-07,15,calle,"Urquiza, gral.","Estados unidos y urquiza, gral.",3,-58.40917826,-34.62126274,moto,pasajeros,conductor,masculino,33.0,2018-07-07
2018-0071,1,2018-07-10,17,avenida,"Huergo, ing. av.","Moreno y huergo, ing. av.",1,-58.36726348,-34.61099738,moto,cargas,conductor,masculino,,2018-07-10
2018-0072,1,2018-07-11,13,autopista,,Autopista dellepiane luis tte. gral. y montiel,8,-58.48267426,-34.68454456,moto,cargas,conductor,masculino,27.0,2018-07-13
2018-0073,1,2018-07-11,15,avenida,,"Iriarte, gral. av. 3400",4,-58.39546165,-34.65168841,peaton,cargas,peaton,femenino,67.0,2018-07-11
2018-0074,1,2018-07-14,6,avenida,,"Alberdi, juan bautista av. 2968",7,-58.46941984,-34.63376545,auto,cargas,conductor,masculino,25.0,2018-07-14
2018-0075,1,2018-07-15,7,avenida,Ortiz de ocampo,Del libertador av. y ortiz de ocampo,14,-58.40367321,-34.58129246,peaton,auto,peaton,masculino,23.0,2018-07-15
2018-0076,1,2018-07-16,9,calle,"Paz, gral. av.","Chavez, jorge y paz, gral. av.",9,-58.52932872,-34.65014993,auto,cargas,conductor,masculino,73.0,2018-07-16
2018-0077,1,2018-07-16,23,calle,Estados unidos,"Urquiza, gral. y estados unidos",3,-58.40917826,-34.62126274,auto,cargas,conductor,masculino,58.0,2018-07-17
2018-0078,1,2018-07-21,6,calle,Sanchez de bustamante,Paraguay y sanchez de bustamante,2,-58.41264127,-34.59473294,peaton,auto,peaton,masculino,27.0,2018-07-21
2018-0079,1,2018-07-23,7,gral paz,"Paz, gral. av.","De los corrales av. y paz, gral. av.",9,-58.50877521,-34.66977709,peaton,cargas,peaton,masculino,,2018-07-23
2018-0080,1,2018-07-25,22,avenida,Carhue,"Alberdi, juan bautista av. y carhue",9,-58.51232237,-34.6590353,peaton,auto,peaton,masculino,26.0,2018-07-25
2018-0081,1,2018-07-29,6,avenida,Rivera indarte av.,Castaã‘ares av. y rivera indarte av.,7,-58.44744156,-34.64567171,peaton,multiple,peaton,masculino,35.0,2018-07-29
2018-0082,1,2018-08-01,15,avenida,"Garzon, eugenio, gral. av.","Larrazabal y garzon, eugenio, gral. av.",9,-58.49441273,-34.65869968,moto,cargas,conductor,femenino,17.0,2018-08-01
2018-0083,1,2018-08-02,5,gral paz,"Fernandez de la cruz, f., gral. av.","Paz, gral. av. y fernandez de la cruz, f., gral. av.",8,-58.47976785,-34.69153196,moto,cargas,conductor,masculino,,2018-08-02
2018-0084,1,2018-08-03,7,avenida,Cochabamba,"Moreau de justo, alicia av. y cochabamba",1,-58.36523349,-34.62260331,peaton,cargas,peaton,masculino,45.0,2018-08-03
2018-0085,2,2018-08-03,18,avenida,"Garay, juan de av.","Entre rios av. y garay, juan de av.",3,-58.39118948,-34.62704273,moto,pasajeros,pasajero_acompañante,femenino,22.0,2018-08-03
2018-0085,2,2018-08-03,18,avenida,"Garay, juan de av.","Entre rios av. y garay, juan de av.",3,-58.39118948,-34.62704273,moto,pasajeros,conductor,masculino,30.0,2018-08-03
2018-0086,1,2018-08-10,21,avenida,Guardia nacional,Directorio av. y guardia nacional,9,-58.49019551,-34.65015854,peaton,pasajeros,peaton,masculino,40.0,2018-08-10
2018-0087,1,2018-08-15,19,avenida,Colombres,Pavon av. y colombres,5,-58.41644362,-34.63023775,peaton,pasajeros,peaton,masculino,75.0,2018-08-20
2018-0088,1,2018-08-17,16,gral paz,"Balbin, ricardo, dr. av.","Paz, gral. av. y balbin, ricardo, dr. av.",12,-58.5007381,-34.5497951,moto,cargas,conductor,masculino,,2018-08-17
2018-0089,1,2018-08-17,17,avenida,Brasil,Pichincha av. y brasil,4,-58.39626094,-34.63036565,peaton,pasajeros,peaton,masculino,80.0,2018-08-17
2018-0090,1,2018-08-18,10,avenida,Pergamino,27 de febrero av. y pergamino,8,-58.43284809,-34.67051543,moto,auto,conductor,masculino,27.0,2018-08-18
2018-0091,1,2018-08-19,18,autopista,Barragan,Autopista perito moreno y barragan,9,-58.52280139,-34.63659934,auto,auto,pasajero_acompañante,femenino,23.0,2018-08-19
2018-0092,1,2018-08-20,8,avenida,Gascon,Cordoba av. y gascon,14,-58.4233693,-34.59774487,moto,auto,conductor,masculino,23.0,2018-08-20
2018-0093,1,2018-08-20,8,calle,,15 de noviembre de 1889 1513,1,-58.38691681,-34.63105973,peaton,pasajeros,peaton,masculino,24.0,2018-08-20
2018-0094,1,2018-08-23,5,calle,Beruti,"Salguero, jeronimo y beruti",14,-58.4116902,-34.5857988,moto,pasajeros,conductor,masculino,32.0,2018-08-23
2018-0095,1,2018-08-26,0,avenida,"Dellepiane, luis, tte. gral.","Lacarra av. y dellepiane, luis, tte. gral.",9,-58.46739825,-34.65117757,auto,auto,pasajero_acompañante,femenino,49.0,2018-08-26
2018-0096,1,2018-08-31,22,autopista,"Roca, cnel. av.","Autopista presidente hã‰ctor j. cãmpora y roca, cnel. av.",8,-58.44483258,-34.67152226,peaton,auto,peaton,masculino,39.0,2018-08-31
2018-0097,1,2018-09-02,10,avenida,"Rabanal, francisco, intendente av.","Varela av. y rabanal, francisco, intendente av.",8,-58.43254025,-34.66128115,auto,otro,conductor,femenino,35.0,2018-09-02
2018-0098,2,2018-09-09,5,gral paz,Beron de astrada,"Paz, gral. av. y beron de astrada",8,-58.47199387,-34.69640164,auto,auto,conductor,masculino,55.0,2018-09-09
2018-0098,2,2018-09-09,5,gral paz,Beron de astrada,"Paz, gral. av. y beron de astrada",8,-58.47199387,-34.69640164,auto,auto,pasajero_acompañante,masculino,54.0,2018-09-09
2018-0099,1,2018-09-12,14,avenida,Pedernera,Rivadavia av. y pedernera,7,-58.46411215,-34.62925068,peaton,pasajeros,peaton,masculino,18.0,2018-09-13
2018-0100,1,2018-09-20,10,avenida,,"Rawson de dellepiane, elvira av. 150",1,-58.36217754,-34.62367156,moto,auto,,femenino,33.0,2018-09-20
2018-0101,1,2018-09-21,0,gral paz,Zapiola,"Paz, gral. av. y zapiola",12,-58.48098594,-34.5407313,auto,multiple,conductor,masculino,,2018-09-21
2018-0102,1,2018-09-21,0,calle,"Taborda, diogenes","Famatina y taborda, diogenes",4,-58.41083404,-34.64640709,moto,auto,conductor,masculino,20.0,2018-09-21
2018-0103,1,2018-09-27,17,avenida,"Bonorino, esteban, cnel. av.","Castaã‘ares av. y bonorino, esteban, cnel. av.",7,-58.44609828,-34.64446729,peaton,moto,peaton,masculino,1.0,2018-09-29
2018-0104,1,2018-10-01,8,autopista,Suarez av.,Autopista 1 sur presidente arturo frondizi y suarez av.,4,-58.37709334,-34.64035082,moto,moto,conductor,masculino,22.0,2018-10-01
2018-0105,1,2018-10-03,18,avenida,Rivadavia av.,Nazca av. y rivadavia av.,7,-58.46963952,-34.63070603,peaton,pasajeros,peaton,femenino,56.0,2018-10-03
2018-0106,1,2018-10-04,22,avenida,Echeverria,"Figueroa alcorta, pres. av. y echeverria",13,-58.43674281,-34.55161027,moto,moto,conductor,masculino,27.0,2018-10-04
2018-0107,1,2018-10-06,14,avenida,Jujuy av.,Rivadavia av. y jujuy av.,3,-58.4059686,-34.61011987,peaton,pasajeros,peaton,femenino,62.0,2018-10-06
2018-0108,1,2018-10-09,14,avenida,"Guemes, macacha","De los italianos av. y guemes, macacha",1,-58.36154069,-34.60463618,moto,auto,conductor,masculino,37.0,2018-10-10
2018-0109,1,2018-10-10,22,avenida,"Alem, leandro n. av.","Tucuman y alem, leandro n. av.",1,-58.37062179,-34.60066507,peaton,pasajeros,peaton,masculino,34.0,2018-10-10
2018-0110,1,2018-10-13,3,avenida,"Gallardo, angel av.","Corrientes av. y gallardo, angel av.",15,-58.43220014,-34.60207186,peaton,moto,peaton,masculino,60.0,2018-10-14
2018-0111,1,2018-10-19,12,autopista,,"Autopista perito moreno & peron, eva  av.",9,-58.46958442,-34.64949724,moto,cargas,conductor,masculino,28.0,2018-10-19
2018-0112,1,2018-10-24,9,calle,Serrano,Muã‘ecas y serrano,15,-58.44671397,-34.59970903,moto,cargas,conductor,femenino,28.0,2018-10-24
2018-0113,1,2018-10-25,11,calle,Tres arroyos,"Artigas, jose gervasio, gral. y tres arroyos",11,-58.47152163,-34.61474911,moto,cargas,conductor,masculino,20.0,2018-10-25
2018-0114,1,2018-10-30,2,avenida,Independencia av.,Solis e independencia av.,1,-58.39032921,-34.61807951,moto,auto,conductor,masculino,23.0,2018-10-30
2018-0115,1,2018-10-31,12,calle,"Paz, gral. av.","Bosch, ventura y paz, gral. av.",9,-58.52887773,-34.64297861,peaton,pasajeros,peaton,masculino,42.0,2018-11-01
2018-0116,1,2018-11-01,10,gral paz,,"Paz, gral. av. 14800",8,-58.49371157,-34.67981324,peaton,cargas,peaton,masculino,48.0,2018-11-08
2018-0117,1,2018-11-04,8,avenida,,"Peron, eva av. 5321",9,-58.48266599,-34.66012327,moto,moto,conductor,masculino,30.0,2018-11-08
2018-0118,1,2018-11-05,14,avenida,Pueyrredon av.,"Peron, juan domingo, tte. general y pueyrredon av.",3,-58.40612253,-34.60774301,peaton,moto,peaton,femenino,80.0,2018-11-05
2018-0119,1,2018-11-05,22,avenida,San pedrito,"Rabanal, francisco, intendente av. y san pedrito",8,-58.43613623,-34.66292532,peaton,,peaton,femenino,32.0,2018-11-06
2018-0120,1,2018-11-09,13,avenida,Alvarez thomas av.,Monroe y alvarez thomas av.,12,-58.48250732,-34.57208238,peaton,auto,peaton,femenino,51.0,2018-11-20
2018-0121,1,2018-11-09,16,avenida,Manzoni,Rivadavia av. y manzoni,10,-58.49945705,-34.6374328,peaton,pasajeros,peaton,femenino,72.0,2018-11-09
2018-0122,1,2018-11-12,1,autopista,Larrazabal,Autopista dellepiane luis tte. gral. y larrazabal,8,-58.47743966,-34.67233407,auto,auto,conductor,masculino,33.0,2018-11-12
2018-0123,1,2018-11-12,3,gral paz,"Peron, eva av.","Paz, gral. av. y peron, eva av.",9,-58.5025179,-34.67450313,auto,,conductor,masculino,25.0,2018-11-12
2018-0124,1,2018-11-15,19,autopista,,Autopista perito moreno y reservistas argentinos,9,-58.52144411,-34.63682499,cargas,cargas,conductor,masculino,44.0,2018-11-15
2018-0125,1,2018-11-16,21,avenida,Ventana,Saenz av. y ventana,4,-58.41650465,-34.65084045,peaton,pasajeros,peaton,masculino,29.0,2018-11-17
2018-0126,1,2018-11-18,12,gral paz,"Falcon, ramon l.,cnel.","Paz, gral. av. y falcon, ramon l.,cnel.",9,-58.52994219,-34.64055918,moto,auto,conductor,masculino,27.0,2018-11-23
2018-0127,1,2018-11-19,9,gral paz,De los constituyentes av.,"Paz, gral. av. y de los constituyentes av.",12,-58.50993046,-34.56919739,moto,moto,conductor,masculino,29.0,2018-11-19
2018-0128,2,2018-11-25,4,gral paz,,"Paz, gral. av. 11200",9,-58.52844623,-34.64592873,auto,pasajeros,pasajero_acompañante,masculino,49.0,2018-11-25
2018-0128,2,2018-11-25,4,gral paz,,"Paz, gral. av. 11200",9,-58.52844623,-34.64592873,auto,pasajeros,pasajero_acompañante,femenino,39.0,2018-11-25
2018-0129,1,2018-11-28,4,avenida,Guevara,"Newbery, jorge av. y guevara",15,-58.45021367,-34.58695347,moto,pasajeros,conductor,masculino,37.0,2018-11-30
2018-0130,1,2018-12-03,3,avenida,Segurola av.,Gaona av. y segurola av.,10,-58.49022072,-34.62770192,moto,pasajeros,conductor,masculino,,2018-12-03
2018-0131,1,2018-12-07,19,avenida,,"Madero, eduardo av. 550",1,-58.36860866,-34.60106568,moto,cargas,conductor,masculino,29.0,2018-12-07
2018-0132,1,2018-12-12,8,autopista,"Castillo, ramon s., pres. av.","Autopista arturo illia y castillo, ramon s., pres. av.",2,-58.39490504,-34.57241534,peaton,cargas,peaton,masculino,70.0,2018-12-12
2018-0133,1,2018-12-12,14,avenida,Rivadavia av.,Nazca av. y rivadavia av.,7,-58.46963952,-34.63070603,peaton,cargas,peaton,femenino,60.0,2018-12-12
2018-0134,1,2018-12-12,21,avenida,Caseros av.,La plata av. y caseros av.,7,-58.42349365,-34.64019887,peaton,moto,peaton,masculino,56.0,2018-12-13
2018-0135,1,2018-12-18,14,avenida,Peru,Belgrano av. y peru,1,-58.37471802,-34.61265002,peaton,pasajeros,peaton,masculino,80.0,2018-12-22
2018-0136,1,2018-12-18,15,avenida,,Rivadavia av. 7013,7,-58.46438789,-34.62913916,peaton,pasajeros,peaton,femenino,70.0,2018-12-18
2018-0137,1,2018-12-18,20,calle,Santiago del estero,"Alsina, adolfo y santiago del estero",1,-58.38481975,-34.61100424,moto,pasajeros,pasajero_acompañante,masculino,29.0,2018-12-19
2018-0138,1,2018-12-21,9,calle,,Bermudez 1893,10,-58.50751833,-34.62073702,pasajeros,pasajeros,pasajero_acompañante,femenino,79.0,2018-12-21
2018-0139,1,2018-12-22,6,calle,,Santander 1974,7,-58.44682986,-34.63888084,moto,moto,pasajero_acompañante,masculino,28.0,2018-12-24
2018-0140,1,2018-12-22,8,calle,,Lanteri julieta 1400,1,-58.3600465,-34.61381341,auto,auto,conductor,masculino,78.0,2018-12-22
2018-0141,1,2018-12-22,17,avenida,Independencia av.,Maza e independencia av.,5,-58.41509546,-34.62085945,peaton,moto,peaton,masculino,75.0,2018-12-24
2018-0142,1,2018-12-25,13,gral paz,,"Paz, gral. av. 5172",12,-58.50997604,-34.57251072,cargas,pasajeros,pasajero_acompañante,masculino,32.0,2019-01-01
2018-0143,1,2018-12-29,5,avenida,"Alberdi, juan bautista av.","Olivera av. y alberdi, juan bautista av.",10,-58.48606475,-34.64047818,moto,auto,conductor,masculino,22.0,2018-12-29
2019-0001,1,2019-01-08,8,avenida,Calle 12 (no oficial),"Castillo, ramon s., pres. av. y calle 12 (no oficial)",2,-58.38526125,-34.5780581,moto,cargas,conductor,masculino,25.0,2019-01-08
2019-0002,1,2019-01-09,4,avenida,"Moreno, perito av.","Castaã‘ares av. y moreno, perito av.",7,-58.45463662,-34.65082149,auto,cargas,conductor,masculino,32.0,2019-01-09
2019-0003,1,2019-01-12,8,avenida,Terrada,San martin av. y terrada,15,-58.49121672,-34.59718073,moto,auto,conductor,masculino,23.0,2019-01-12
2019-0004,1,2019-01-14,19,avenida,Medina,"Peron, eva av. y medina",9,-58.47325712,-34.65284605,auto,pasajeros,conductor,masculino,71.0,2019-01-14
2019-0005,1,2019-01-19,12,avenida,Alvarez jonte av.,"Justo, juan b. av. y alvarez jonte av.",10,-58.52108101,-34.63382309,moto,cargas,conductor,masculino,43.0,2019-01-19
2019-0006,1,2019-01-23,5,avenida,,"Obligado rafael, av.costanera 4650",14,-58.41652702,-34.55509606,peaton,auto,peaton,femenino,12.0,2019-01-23
2019-0007,1,2019-01-26,19,calle,Yatay,"Mitre, bartolome y yatay",5,-58.42891604,-34.6107166,moto,auto,conductor,masculino,35.0,2019-01-26
2019-0008,1,2019-01-30,22,gral paz,,"Paz, gral. av. 16080",8,-58.47802293,-34.69156793,moto,multiple,conductor,masculino,42.0,2019-01-31
2019-0009,1,2019-01-31,14,avenida,San juan av.,Chacabuco y san juan av.,1,-58.37564821,-34.62200207,moto,auto,conductor,masculino,34.0,2019-01-31
2019-0010,2,2019-02-02,7,avenida,,Del libertador av. 4100,14,-58.42668489,-34.56961468,peaton,auto,peaton,masculino,,2019-02-02
2019-0010,2,2019-02-02,7,avenida,,Del libertador av. 4100,14,-58.42668489,-34.56961468,peaton,auto,peaton,masculino,59.0,2019-02-02
2019-0011,1,2019-02-10,1,gral paz,"Alberdi, juan bautista av.","Paz, gral. av. y alberdi, juan bautista av.",9,-58.5183993,-34.66252488,peaton,auto,peaton,masculino,,2019-02-10
2019-0012,1,2019-02-17,3,avenida,"Gordillo, timoteo","Castaã‘ares av. y gordillo, timoteo",8,-58.48432691,-34.67665828,moto,auto,conductor,masculino,31.0,2019-02-20
2019-0013,1,2019-02-20,7,calle,Mom,Salvigny y mom,7,-58.4338383,-34.64457699,peaton,auto,peaton,masculino,39.0,2019-03-02
2019-0014,1,2019-02-20,17,calle,,"Lamarca, emilio 5402",11,-58.51664939,-34.58657938,moto,objeto fijo,conductor,masculino,69.0,2019-02-20
2019-0015,1,2019-02-23,6,avenida,,San martin av. 5638,11,-58.49613012,-34.59703502,auto,objeto fijo,conductor,masculino,21.0,2019-02-23
2019-0016,1,2019-02-24,2,calle,Finochietto enrique dr.,"Carrillo, ramon, dr. y finochietto enrique dr.",4,-58.38313603,-34.63356284,moto,pasajeros,conductor,masculino,40.0,2019-02-24
2019-0017,1,2019-03-03,7,calle,Pichincha,Mexico y pichincha,3,-58.39914719,-34.61632317,auto,pasajeros,conductor,masculino,22.0,2019-03-07
2019-0018,1,2019-03-03,23,autopista,"Udaondo, guillermo av.","Cantilo, int. y udaondo, guillermo av.",13,-58.44927253,-34.54048625,peaton,auto,peaton,femenino,29.0,2019-03-03
2019-0019,1,2019-03-06,12,avenida,,Del libertador av. 6326,13,-58.45049163,-34.55374003,moto,auto,conductor,masculino,,2019-03-26
2019-0020,1,2019-03-07,21,avenida,,Chiclana av. 3444,5,-58.41288952,-34.63572989,moto,auto,conductor,masculino,43.0,2019-03-07
2019-0021,1,2019-03-15,22,avenida,Yerbal,Boyaca av. y yerbal,7,-58.45743597,-34.62561234,moto,auto,conductor,masculino,23.0,2019-03-16
2019-0022,1,2019-03-15,19,avenida,,Entre rios av. 1260,1,-58.39123782,-34.62352245,auto,,pasajero_acompañante,masculino,,2019-03-15
2019-0023,1,2019-03-16,8,gral paz,"Jacques, amadeo","Paz, gral. av. y jacques, amadeo",9,-58.52922765,-34.63637963,auto,objeto fijo,conductor,masculino,34.0,2019-03-16
2019-0024,1,2019-03-19,19,avenida,,Antartida argentina av. 1325,1,-58.37208118,-34.58541957,moto,cargas,conductor,masculino,32.0,2019-03-19
2019-0025,1,2019-03-22,13,calle,Sanchez de bustamante,"Mitre, bartolome y sanchez de bustamante",5,-58.41458534,-34.60937557,peaton,auto,peaton,masculino,27.0,2019-04-04
2019-0026,1,2019-03-28,7,avenida,"Paz, gral. av.","Fernandez de la cruz, f., gral. av. y paz, gral. av.",8,-58.47976785,-34.69153196,peaton,pasajeros,peaton,masculino,,2019-03-28
2019-0027,1,2019-03-28,11,avenida,Azcuenaga,Santa fe av. y azcuenaga,2,-58.39990285,-34.59511714,bicicleta,multiple,ciclista,masculino,37.0,2019-03-28
2019-0028,1,2019-04-06,9,avenida,"Oro?o, nicasio","Justo, juan b. av. y oroã‘o, nicasio",11,-58.46051346,-34.60588536,peaton,pasajeros,peaton,femenino,,2019-04-06
2019-0029,1,2019-04-07,10,avenida,"Paz, gral. av.","Fernandez de la cruz, f., gral. av. y paz, gral. av.",8,-58.47976785,-34.69153196,moto,objeto fijo,conductor,masculino,27.0,2019-04-07
2019-0030,1,2019-04-09,16,calle,Yerbal,"Alvarez, donato, tte. gral. y yerbal",7,-58.45457546,-34.62447891,moto,cargas,conductor,masculino,25.0,2019-04-09
2019-0031,1,2019-04-12,19,avenida,"Madero, eduardo av.","Cordoba av. y madero, eduardo av.",1,-58.36951669,-34.59832047,bicicleta,cargas,ciclista,masculino,20.0,2019-04-12
2019-0032,1,2019-04-16,11,avenida,"Alvarez, donato, tte. gral. av.","Camarones y alvarez, donato, tte. gral. av.",11,-58.46415322,-34.6044379,peaton,auto,peaton,femenino,83.0,2019-04-18
2019-0033,1,2019-04-18,1,autopista,"Huergo, ing. av.","Autopista 25 de mayo y huergo, ing. av.",1,-58.36607137,-34.62150748,moto,,conductor,masculino,25.0,2019-04-18
2019-0034,1,2019-04-21,9,avenida,,"Moreno, perito av. 3050",7,-58.45537373,-34.65093074,moto,objeto fijo,conductor,masculino,,2019-04-21
2019-0035,1,2019-04-23,14,calle,,Suipacha 665,1,-58.37942637,-34.60053054,peaton,bicicleta,peaton,femenino,75.0,2019-04-23
2019-0036,1,2019-04-26,22,calle,Formosa,Riglos y formosa,6,-58.4368044,-34.62147504,moto,auto,conductor,masculino,34.0,2019-05-02
2019-0037,1,2019-05-01,23,avenida,Independencia av.,La rioja e independencia av.,3,-58.40778291,-34.61971907,moto,auto,conductor,masculino,17.0,2019-05-01
2019-0038,1,2019-05-04,14,avenida,"Figueroa alcorta, pres. av.","Udaondo, guillermo av. y figueroa alcorta, pres. av.",13,-58.45212523,-34.54628513,peaton,moto,peaton,femenino,42.0,2019-05-05
2019-0039,1,2019-05-09,3,avenida,Directorio av.,San pedrito av. y directorio av.,7,-58.46749188,-34.63551751,moto,auto,conductor,masculino,28.0,2019-05-09
2019-0040,1,2019-05-09,12,calle,Santander,Puan y santander,7,-58.4426358,-34.63679732,moto,,conductor,masculino,44.0,2019-05-15
2019-0041,1,2019-05-11,20,avenida,Andalgala,"Alberdi, juan bautista av. y andalgala",9,-58.51140289,-34.65846419,auto,multiple,pasajero_acompañante,femenino,78.0,2019-05-11
2019-0042,1,2019-05-14,15,calle,Constitucion,Lima y constitucion,1,-58.38211431,-34.62465368,peaton,pasajeros,peaton,masculino,39.0,2019-05-14
2019-0043,1,2019-05-21,9,avenida,"Madero, eduardo av.","Cordoba av. y madero, eduardo av.",1,-58.36951669,-34.59832047,bicicleta,cargas,ciclista,femenino,,2019-05-21
